G,G,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,G,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,G,G,G,,,T,T,,,,,,,,,,,,G,G,G,G,,,,,,,,,,,,,,,,,
G,G,G,G,,,T,,,,S,S,,,,S,,,,G,G,G,G,,,,,,,,,,,,,,,,,
,,,,,,,,,,S,S,G,G,,,,,,G,G,G,G,,,,,,T,,,,,,,,,,,
,G,G,G,G,,,,,,G,G,G,G,G,G,G,G,,G,G,G,S,S,G,G,G,,,,G,G,G,G,,,,,,
,G,G,G,G,,,,,,G,G,G,G,G,G,G,G,,,,,S,S,G,G,G,,,,G,G,G,G,,,,,,
,G,G,G,G,,,,,,G,G,G,G,G,G,G,G,,,,,G,G,G,G,G,,,,G,G,G,G,,,,,,
,G,G,G,G,,,,T,,,,,,G,G,G,G,,,,,G,G,G,G,G,,,,G,G,G,G,G,G,,,,
,,,,G,G,G,G,,,,,,,,,,,,,,,G,G,G,G,,,,,,,G,G,G,G,,,,
,,,,G,G,G,G,,,,,,,G,G,G,G,,,,,,,,,,S,,,,,G,G,G,G,,,,
,,,,G,G,G,G,G,G,G,G,,,G,G,G,G,,,,,,,,,,,,,,,G,G,G,G,,,,
,,,,G,G,G,G,G,G,S,G,,,G,G,G,G,,T,,G,G,G,G,,,,,,,,,,,,,,,
,,,,,,G,G,G,G,G,G,,,G,G,G,G,,,,G,G,G,G,,G,G,G,G,,,,,,T,,,,
,,,,,,G,G,G,G,G,G,,,,,,,,,,G,G,G,G,G,G,G,G,G,,,,,,,,,,
,,T,,,,G,G,G,G,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,,,T,T,,,,,,
,,,,,,G,G,G,G,,,,,,,,,,,,,G,G,S,S,G,G,G,G,,,T,,,,,,,
,,,,,S,,,,,,,,,T,T,,,,,,,G,G,S,S,G,G,,,,,,,,,,,,
,,,,,,,G,G,G,G,,,,T,,,,,,,,,,G,G,G,G,,,,,,,,,,,,
,,,,G,G,G,G,G,G,G,,,S,S,S,,,,,,G,G,G,G,G,G,G,,,,,,G,G,G,G,,,
,,,,G,G,G,G,G,G,G,,,,,,,,T,,,G,G,G,G,G,G,G,,,T,T,,G,G,G,G,,,
,,,,G,G,G,G,G,G,G,,,,,,,,,,,G,G,G,G,,,,,,T,,,G,G,G,G,,,
,,,,G,G,G,G,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,,,,,G,G,G,G,,,
,,,,,,,,,,,,T,T,,,S,,,,,,,,,G,G,G,G,,,,,,,,,,,
,,,G,G,G,G,,,,,,T,,,,,,,,,,,,,G,G,G,G,,,,,,,,,,,
,,,G,G,G,G,,,,,,,,,,,,,,,,,,G,G,G,G,G,,G,G,G,G,,,,,,
,,,G,G,G,G,,,,G,G,G,G,,,,,T,,,,,,G,G,G,G,,,G,G,G,G,,,,,,
,,,G,G,G,S,S,,,G,G,G,G,,,,,,,,,,,G,G,G,G,,,G,G,G,G,S,S,,,,
,,,,,,S,S,,,G,G,G,G,,,,G,G,G,G,,,,G,G,G,S,S,S,S,S,S,G,S,S,,,,
,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,,G,G,G,G,,S,S,S,S,S,S,,,,,,,
,T,T,,,G,G,G,G,G,G,G,G,,G,G,G,G,G,G,G,,G,G,G,G,,,,,S,S,,,,,,,,
,T,,,,G,G,G,G,G,G,G,G,,G,G,G,G,G,G,G,,G,G,G,G,,,,,S,S,,,,,,,,
,,,,,G,G,G,G,G,G,G,G,,G,G,G,G,G,G,S,S,G,G,G,G,,,,,,,,,,,,,,
,,,S,,,,,,G,G,G,G,,,,G,G,G,G,S,S,,,,,,,,,,,G,G,G,G,G,G,G,G
,,,,,,,T,,G,G,G,G,,,,G,G,G,G,,,,,,,,,,,,,G,G,G,G,G,G,G,G
,,,,,,,,,G,G,G,G,,,,S,S,G,G,,,,,,,,,,,,,G,G,G,G,G,G,G,G
,,,,,,,,,,,,,,,,S,S,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G
,,,,,,,,,,,,,,,,S,S,,,,,,,,,,,,,,,G,G,G,G,,,,
,,,,,,,,,,,,,,,,S,S,,,,,,,,,,,,,,,G,G,G,G,,,,
,,,,,,,,,,,,,,,,S,S,,,,,,,,,,,,,,,G,G,G,G,,,,
